_team,_conference,_position_group,_average_rating,_total_rating,_commits,_average_stars,discriminator
Georgia Southern,Sun Belt,Special Teams,0.791208699993465,18.1978,23.0,2.4782608695652173,
Georgia State,Sun Belt,Defensive Back,0.790041380915149,22.9112,29.0,2.4482758620689653,
Georgia State,Sun Belt,Defensive Line,0.786053852393077,20.4374,26.0,2.269230769230769,
Georgia State,Sun Belt,Linebacker,0.797173912110536,18.335,23.0,2.4782608695652173,
Georgia State,Sun Belt,Offensive Line,0.793336671590805,23.8001,30.0,2.533333333333333,
Georgia State,Sun Belt,Quarterback,0.819850005209446,6.5588,8.0,2.75,
Georgia State,Sun Belt,Receiver,0.785543336470922,23.5663,30.0,2.3666666666666667,
Georgia State,Sun Belt,Running Back,0.783439993858337,7.8344,10.0,2.5,
Georgia State,Sun Belt,Special Teams,0.783350005745888,9.4002,12.0,2.3333333333333335,
Georgia Tech,ACC,Defensive Back,0.838538459631113,54.505,65.0,2.9076923076923076,
Georgia Tech,ACC,Defensive Line,0.843852858883994,59.0697,70.0,3.0,
Georgia Tech,ACC,Linebacker,0.843484616050353,43.8612,52.0,2.923076923076923,
Georgia Tech,ACC,Offensive Line,0.823650006590218,47.7717,58.0,2.8275862068965516,
Georgia Tech,ACC,Quarterback,0.850031820210544,18.7007,22.0,3.0,
Georgia Tech,ACC,Receiver,0.840883335581532,45.4077,54.0,2.925925925925926,
Georgia Tech,ACC,Running Back,0.845977503061295,33.8391,40.0,3.025,
Georgia Tech,ACC,Special Teams,0.839512823483883,32.741,39.0,2.923076923076923,
Hawai'i,Mountain West,Defensive Back,0.784893756111463,37.6749,48.0,2.3958333333333335,
Hawai'i,Mountain West,Defensive Line,0.787490913000974,43.312,55.0,2.4727272727272727,
Hawai'i,Mountain West,Linebacker,0.779079247195766,41.2912,53.0,2.339622641509434,
Hawai'i,Mountain West,Offensive Line,0.777390168338525,47.4208,61.0,2.2950819672131146,
Hawai'i,Mountain West,Quarterback,0.788455012440682,15.7691,20.0,2.45,
Hawai'i,Mountain West,Receiver,0.781984092159705,34.4073,44.0,2.409090909090909,
Hawai'i,Mountain West,Running Back,0.801757145495642,16.8369,21.0,2.619047619047619,
Hawai'i,Mountain West,Special Teams,0.805447374519549,15.3035,19.0,2.5789473684210527,
Houston,American Athletic,Defensive Back,0.799784489746751,46.3875,58.0,2.5517241379310347,
Houston,American Athletic,Defensive Line,0.810883339246114,48.653,60.0,2.6666666666666665,
Houston,American Athletic,Linebacker,0.805171432949248,33.8172,42.0,2.5238095238095237,
Houston,American Athletic,Offensive Line,0.801312861272267,56.0919,70.0,2.5428571428571427,
Houston,American Athletic,Quarterback,0.811852627678921,15.4252,19.0,2.6842105263157894,
Houston,American Athletic,Receiver,0.814195655394292,56.1795,69.0,2.7246376811594204,
Houston,American Athletic,Running Back,0.820536005496979,20.5134,25.0,2.68,
Houston,American Athletic,Special Teams,0.812922227713797,29.2652,36.0,2.7777777777777777,
Illinois,Big Ten,Defensive Back,0.823381968209001,50.2263,61.0,2.7868852459016393,
Illinois,Big Ten,Defensive Line,0.83725205921147,61.1194,73.0,2.9178082191780823,
Illinois,Big Ten,Linebacker,0.826220510861812,32.2226,39.0,2.8974358974358974,
Illinois,Big Ten,Offensive Line,0.831698616345724,59.8823,72.0,2.9027777777777777,
Illinois,Big Ten,Quarterback,0.840111116568247,22.683,27.0,2.925925925925926,
Illinois,Big Ten,Receiver,0.839433335739633,57.9209,69.0,2.971014492753623,
Illinois,Big Ten,Running Back,0.8375583373838,30.1521,36.0,2.9166666666666665,
Illinois,Big Ten,Special Teams,0.815291665494442,19.567,24.0,2.6666666666666665,
Indiana,Big Ten,Defensive Back,0.814941102511262,59.4907,73.0,2.6986301369863015,
Indiana,Big Ten,Defensive Line,0.821339437659358,58.3151,71.0,2.7746478873239435,
Indiana,Big Ten,Linebacker,0.817221059610969,31.0544,38.0,2.736842105263158,
Indiana,Big Ten,Offensive Line,0.815398552279541,56.2625,69.0,2.6956521739130435,
Indiana,Big Ten,Quarterback,0.828856003284454,20.7214,25.0,2.88,
Indiana,Big Ten,Receiver,0.824934154022031,67.6446,82.0,2.8048780487804876,
Indiana,Big Ten,Running Back,0.823700006306171,32.948,40.0,2.8,
Indiana,Big Ten,Special Teams,0.821313796372249,23.8181,29.0,2.586206896551724,
Iowa,Big Ten,Defensive Back,0.82650357910565,46.2842,56.0,2.7857142857142856,
Iowa,Big Ten,Defensive Line,0.846136234808659,58.3834,69.0,3.0144927536231885,
Iowa,Big Ten,Linebacker,0.833444645362241,46.6729,56.0,2.892857142857143,
Iowa,Big Ten,Offensive Line,0.86516271304276,51.0446,59.0,3.254237288135593,
Iowa,Big Ten,Quarterback,0.86075237535295,18.0758,21.0,3.0476190476190474,
Iowa,Big Ten,Receiver,0.842877777795943,53.1013,63.0,2.9682539682539684,
Iowa,Big Ten,Running Back,0.844742860112871,35.4792,42.0,2.9285714285714284,
Iowa,Big Ten,Special Teams,0.843963639302687,27.8508,33.0,3.0606060606060606,
Iowa State,Big 12,Defensive Back,0.818890004356702,49.1334,60.0,2.783333333333333,
Iowa State,Big 12,Defensive Line,0.814972886594675,48.0834,59.0,2.7288135593220337,
Iowa State,Big 12,Linebacker,0.814662269826205,43.1771,53.0,2.6792452830188678,
Iowa State,Big 12,Offensive Line,0.82271111673779,66.6396,81.0,2.802469135802469,
Iowa State,Big 12,Quarterback,0.837978261968364,19.2735,23.0,3.0,
Iowa State,Big 12,Receiver,0.828916666905085,49.735,60.0,2.9,
Iowa State,Big 12,Running Back,0.842851723062581,24.4427,29.0,3.0689655172413794,
Iowa State,Big 12,Special Teams,0.808331820097837,35.5666,44.0,2.6363636363636362,
Kansas,Big 12,Defensive Back,0.828061819076538,45.5434,55.0,2.8181818181818183,
Kansas,Big 12,Defensive Line,0.822870002985001,41.1435,50.0,2.76,
Kansas,Big 12,Linebacker,0.82784878335348,33.9418,41.0,2.8292682926829267,
Kansas,Big 12,Offensive Line,0.816267251968384,47.3435,58.0,2.689655172413793,
Kansas,Big 12,Quarterback,0.82673913758734,19.015,23.0,2.869565217391304,
Kansas,Big 12,Receiver,0.825936366211284,54.5118,66.0,2.803030303030303,
Kansas,Big 12,Running Back,0.845073074102402,21.9719,26.0,2.9615384615384617,
Kansas,Big 12,Special Teams,0.811882765128695,23.5446,29.0,2.689655172413793,
Kansas State,Big 12,Defensive Back,0.817478573748044,45.7788,56.0,2.7142857142857144,
Kansas State,Big 12,Defensive Line,0.829608202957716,50.6061,61.0,2.8688524590163933,
Kansas State,Big 12,Linebacker,0.82873784207009,30.6633,37.0,2.810810810810811,
Kansas State,Big 12,Offensive Line,0.827949182909043,50.5049,61.0,2.8688524590163933,
Kansas State,Big 12,Quarterback,0.842354997992516,16.8471,20.0,2.95,
Kansas State,Big 12,Receiver,0.818852944701326,41.7615,51.0,2.784313725490196,
Kansas State,Big 12,Running Back,0.832940004269282,24.9882,30.0,2.9,
Kansas State,Big 12,Special Teams,0.827315555678474,37.2292,45.0,2.8222222222222224,
Kent State,Mid-American,Defensive Back,0.77026478757321,54.6888,71.0,2.323943661971831,
Kent State,Mid-American,Defensive Line,0.773178189451044,42.5248,55.0,2.2545454545454544,
Kent State,Mid-American,Linebacker,0.771648153110787,41.669,54.0,2.259259259259259,
Kent State,Mid-American,Offensive Line,0.768300004725186,40.7199,53.0,2.207547169811321,
Kent State,Mid-American,Quarterback,0.778075002133846,18.6738,24.0,2.3333333333333335,
Kent State,Mid-American,Receiver,0.767729415613062,39.1542,51.0,2.215686274509804,
Kent State,Mid-American,Running Back,0.777978795947451,25.6733,33.0,2.212121212121212,
Kent State,Mid-American,Special Teams,0.764868749305606,24.4758,32.0,2.21875,
Kentucky,SEC,Defensive Back,0.855682610169701,39.3614,46.0,3.0652173913043477,
Kentucky,SEC,Defensive Line,0.855120341656572,50.4521,59.0,3.1016949152542375,
Kentucky,SEC,Linebacker,0.854696771790904,26.4956,31.0,3.161290322580645,
Kentucky,SEC,Offensive Line,0.850611542279904,44.2318,52.0,3.076923076923077,
Kentucky,SEC,Quarterback,0.861847064074348,14.6514,17.0,3.235294117647059,
Kentucky,SEC,Receiver,0.850508775627404,48.479,57.0,3.087719298245614,
Kentucky,SEC,Running Back,0.86373703788828,23.3209,27.0,3.111111111111111,
Kentucky,SEC,Special Teams,0.841407898225282,31.9735,38.0,3.0789473684210527,
Liberty,FBS Independents,Defensive Back,0.806184612787687,10.4804,13.0,2.5384615384615383,
Liberty,FBS Independents,Defensive Line,0.818983346223831,9.8278,12.0,2.8333333333333335,
Liberty,FBS Independents,Linebacker,0.808328568935394,5.6583,7.0,2.857142857142857,
Liberty,FBS Independents,Offensive Line,0.793976930471567,10.3217,13.0,2.4615384615384617,
Liberty,FBS Independents,Quarterback,0.788237504661083,6.3059,8.0,2.375,
Liberty,FBS Independents,Receiver,0.815036356449127,8.9654,11.0,2.909090909090909,
Liberty,FBS Independents,Running Back,0.793300002813339,1.5866,2.0,2.5,
Liberty,FBS Independents,Special Teams,0.789725005626678,3.1589,4.0,2.25,
Louisiana,Sun Belt,Defensive Back,0.780788242816925,39.8202,51.0,2.2941176470588234,
Louisiana,Sun Belt,Defensive Line,0.779866669575373,46.792,60.0,2.3333333333333335,
Louisiana,Sun Belt,Linebacker,0.77663784574818,28.7356,37.0,2.243243243243243,
Louisiana,Sun Belt,Offensive Line,0.777101696547815,45.849,59.0,2.2203389830508473,
Louisiana,Sun Belt,Quarterback,0.78961501121521,15.7923,20.0,2.4,
Louisiana,Sun Belt,Receiver,0.784008627307826,45.4725,58.0,2.3620689655172415,
Louisiana,Sun Belt,Running Back,0.794844837024294,23.0505,29.0,2.4482758620689653,
Louisiana,Sun Belt,Special Teams,0.784493548254813,24.3193,31.0,2.4516129032258065,
Louisiana Monroe,Sun Belt,Defensive Back,0.762368182341258,50.3163,66.0,2.1363636363636362,
Louisiana Monroe,Sun Belt,Defensive Line,0.772491672635078,46.3495,60.0,2.216666666666667,
Louisiana Monroe,Sun Belt,Linebacker,0.769626670413547,34.6332,45.0,2.2444444444444445,
Louisiana Monroe,Sun Belt,Offensive Line,0.765627146618707,53.5939,70.0,2.1714285714285713,
Louisiana Monroe,Sun Belt,Quarterback,0.77024445048085,20.7966,27.0,2.2962962962962963,
Louisiana Monroe,Sun Belt,Receiver,0.766820691782853,44.4756,58.0,2.1724137931034484,
Louisiana Monroe,Sun Belt,Running Back,0.766279321292351,22.2221,29.0,2.1379310344827585,
Louisiana Monroe,Sun Belt,Special Teams,0.759609680021963,23.5479,31.0,2.129032258064516,
Louisiana Tech,Conference USA,Defensive Back,0.804214819713875,43.4276,54.0,2.574074074074074,
Louisiana Tech,Conference USA,Defensive Line,0.798121566865958,40.7042,51.0,2.588235294117647,
Louisiana Tech,Conference USA,Linebacker,0.794394739364323,30.187,38.0,2.4473684210526314,
Louisiana Tech,Conference USA,Offensive Line,0.780336738849173,38.2365,49.0,2.326530612244898,
Louisiana Tech,Conference USA,Quarterback,0.820635294213015,13.9508,17.0,2.8823529411764706,
Louisiana Tech,Conference USA,Receiver,0.792210261027018,30.8962,39.0,2.4615384615384617,
Louisiana Tech,Conference USA,Running Back,0.796214818954468,21.4978,27.0,2.5185185185185186,
Louisiana Tech,Conference USA,Special Teams,0.795991894361135,29.4517,37.0,2.5675675675675675,
Louisville,ACC,Defensive Back,0.842054843902588,52.2074,62.0,2.967741935483871,
Louisville,ACC,Defensive Line,0.839308064791464,52.0371,62.0,2.9516129032258065,
Louisville,ACC,Linebacker,0.836732611708019,38.4897,46.0,2.891304347826087,
Louisville,ACC,Offensive Line,0.819758215946938,54.9238,67.0,2.716417910447761,
Louisville,ACC,Quarterback,0.853219054994129,17.9176,21.0,3.0476190476190474,
Louisville,ACC,Receiver,0.832710147767827,57.457,69.0,2.8405797101449277,
Louisville,ACC,Running Back,0.842623075613609,21.9082,26.0,2.8846153846153846,
Louisville,ACC,Special Teams,0.841803574136325,23.5705,28.0,3.0,
LSU,SEC,Defensive Back,0.91430789232254,69.4874,76.0,3.763157894736842,
LSU,SEC,Defensive Line,0.921412358123265,82.0057,89.0,3.7865168539325844,
LSU,SEC,Linebacker,0.900780851536609,42.3367,47.0,3.6382978723404253,
LSU,SEC,Offensive Line,0.902594802441535,69.4998,77.0,3.5454545454545454,
LSU,SEC,Quarterback,0.910208699495896,20.9348,23.0,3.739130434782609,
LSU,SEC,Receiver,0.913213923007627,72.1439,79.0,3.7974683544303796,
LSU,SEC,Running Back,0.919091666738192,33.0873,36.0,3.805555555555556,
LSU,SEC,Special Teams,0.869733333587646,39.138,45.0,3.2444444444444445,
Marshall,Conference USA,Defensive Back,0.803039068356156,51.3945,64.0,2.546875,
Marshall,Conference USA,Defensive Line,0.781673469105545,38.302,49.0,2.4285714285714284,
Marshall,Conference USA,Linebacker,0.799312503387531,38.367,48.0,2.5625,
Marshall,Conference USA,Offensive Line,0.783578691912479,47.7983,61.0,2.3114754098360657,
Marshall,Conference USA,Quarterback,0.81634400844574,20.4086,25.0,2.72,
Marshall,Conference USA,Receiver,0.798418189540054,52.6956,66.0,2.5,
Marshall,Conference USA,Running Back,0.798446158568064,31.1394,39.0,2.5128205128205128,
Marshall,Conference USA,Special Teams,0.789155564926289,21.3072,27.0,2.444444444444444,
Maryland,Big Ten,Defensive Back,0.845847455121703,49.905,59.0,3.0338983050847457,
Maryland,Big Ten,Defensive Line,0.845377778013547,60.8672,72.0,3.0416666666666665,
Maryland,Big Ten,Linebacker,0.854098147816128,46.1213,54.0,3.1666666666666665,
Maryland,Big Ten,Offensive Line,0.845438029564602,60.0261,71.0,3.0704225352112675,
Maryland,Big Ten,Quarterback,0.853520837922891,20.4845,24.0,3.0416666666666665,
Maryland,Big Ten,Receiver,0.856585485319937,53.1083,62.0,3.1129032258064515,
Maryland,Big Ten,Running Back,0.850507144417082,23.8142,28.0,3.0714285714285716,
Maryland,Big Ten,Special Teams,0.828697364581259,31.4905,38.0,2.8421052631578947,
Memphis,American Athletic,Defensive Back,0.798708625908556,46.3251,58.0,2.5,
Memphis,American Athletic,Defensive Line,0.805789475901085,45.93,57.0,2.6315789473684212,
Memphis,American Athletic,Linebacker,0.797573335965474,35.8908,45.0,2.511111111111111,
Memphis,American Athletic,Offensive Line,0.783231892447541,54.043,69.0,2.318840579710145,
Memphis,American Athletic,Quarterback,0.815436005592346,20.3859,25.0,2.76,
Memphis,American Athletic,Receiver,0.792285719561198,49.914,63.0,2.4761904761904763,
Memphis,American Athletic,Running Back,0.800031259655952,25.601,32.0,2.59375,
Memphis,American Athletic,Special Teams,0.795439400456168,26.2495,33.0,2.484848484848485,
Miami,ACC,Defensive Back,0.891568420748962,67.7592,76.0,3.5789473684210527,
Miami,ACC,Defensive Line,0.89330853412791,73.2513,82.0,3.5121951219512195,
Miami,ACC,Linebacker,0.886635185391815,47.8783,54.0,3.3703703703703702,
Miami,ACC,Offensive Line,0.883482756285832,51.242,58.0,3.413793103448276,
Miami,ACC,Quarterback,0.896822728893974,19.7301,22.0,3.590909090909091,
Miami,ACC,Receiver,0.89794430249854,70.9376,79.0,3.481012658227848,
Miami,ACC,Running Back,0.925671425887517,32.3985,35.0,3.914285714285714,
Miami,ACC,Special Teams,0.873573329051336,26.2072,30.0,3.433333333333333,
Miami (OH),Mid-American,Defensive Back,0.785371436013116,49.4784,63.0,2.365079365079365,
Miami (OH),Mid-American,Defensive Line,0.777308003902435,38.8654,50.0,2.24,
Miami (OH),Mid-American,Linebacker,0.77473091320558,42.6102,55.0,2.2727272727272725,
Miami (OH),Mid-American,Offensive Line,0.791274246844378,52.2241,66.0,2.4393939393939394,
Miami (OH),Mid-American,Quarterback,0.806836840353514,15.3299,19.0,2.6315789473684212,
Miami (OH),Mid-American,Receiver,0.784327064542209,66.6678,85.0,2.376470588235294,
Miami (OH),Mid-American,Running Back,0.788060471068981,33.8866,43.0,2.441860465116279,
Miami (OH),Mid-American,Special Teams,0.784593545621441,24.3224,31.0,2.3870967741935485,
Michigan,Big Ten,Defensive Back,0.899197259994402,65.6414,73.0,3.5753424657534247,
Michigan,Big Ten,Defensive Line,0.900018071553793,74.7015,83.0,3.5903614457831323,
Michigan,Big Ten,Linebacker,0.900835184035478,48.6451,54.0,3.574074074074074,
Michigan,Big Ten,Offensive Line,0.89945466597875,67.4591,75.0,3.56,
Michigan,Big Ten,Quarterback,0.903204549442638,19.8705,22.0,3.6363636363636362,
Michigan,Big Ten,Receiver,0.901075676486299,66.6796,74.0,3.5675675675675675,
Michigan,Big Ten,Running Back,0.889242219924927,40.0159,45.0,3.444444444444444,
Michigan,Big Ten,Special Teams,0.857786842082676,32.5959,38.0,3.1842105263157894,
Michigan State,Big Ten,Defensive Back,0.856290911544453,47.096,55.0,3.1272727272727274,
Michigan State,Big Ten,Defensive Line,0.850166669790296,58.6615,69.0,3.0434782608695654,
Michigan State,Big Ten,Linebacker,0.854478262040926,39.306,46.0,3.0869565217391304,
Michigan State,Big Ten,Offensive Line,0.852794121293461,57.99,68.0,3.014705882352941,
Michigan State,Big Ten,Quarterback,0.860682619654614,19.7957,23.0,3.1739130434782608,
Michigan State,Big Ten,Receiver,0.859822370504078,65.3465,76.0,3.1052631578947367,
Michigan State,Big Ten,Running Back,0.857668575218746,30.0184,35.0,3.0285714285714285,
Michigan State,Big Ten,Special Teams,0.826269232309782,32.2245,39.0,2.8461538461538463,
Middle Tennessee,Conference USA,Defensive Back,0.785363837759546,36.9121,47.0,2.3617021276595747,
Middle Tennessee,Conference USA,Defensive Line,0.779060001174609,46.7436,60.0,2.3666666666666667,
Middle Tennessee,Conference USA,Linebacker,0.777640006277296,34.9938,45.0,2.311111111111111,
Middle Tennessee,Conference USA,Offensive Line,0.772550822281447,47.1256,61.0,2.3114754098360657,
Middle Tennessee,Conference USA,Quarterback,0.79977500140667,15.9955,20.0,2.55,
Middle Tennessee,Conference USA,Receiver,0.785165455124595,43.1841,55.0,2.418181818181818,
Middle Tennessee,Conference USA,Running Back,0.795560728226389,22.2757,28.0,2.4642857142857144,
Middle Tennessee,Conference USA,Special Teams,0.782851432050977,27.3998,35.0,2.4571428571428573,
Minnesota,Big Ten,Defensive Back,0.81720000764598,56.3868,69.0,2.710144927536232,
Minnesota,Big Ten,Defensive Line,0.823044289009912,57.6131,70.0,2.7714285714285714,
Minnesota,Big Ten,Linebacker,0.825822731310671,36.3362,44.0,2.7954545454545454,
Minnesota,Big Ten,Offensive Line,0.830878790580865,54.838,66.0,2.8181818181818183,
Minnesota,Big Ten,Quarterback,0.831425003707409,26.6056,32.0,2.90625,
Minnesota,Big Ten,Receiver,0.825072607765459,60.2303,73.0,2.808219178082192,
Minnesota,Big Ten,Running Back,0.838816669252184,30.1974,36.0,2.9166666666666665,
Minnesota,Big Ten,Special Teams,0.805776926187369,41.9004,52.0,2.6153846153846154,
Mississippi State,SEC,Defensive Back,0.862805084656861,50.9055,59.0,3.1186440677966103,
Mississippi State,SEC,Defensive Line,0.855102816098173,60.7123,71.0,3.1549295774647885,
Mississippi State,SEC,Linebacker,0.849206821484999,37.3651,44.0,3.0454545454545454,
Mississippi State,SEC,Offensive Line,0.832642258892597,59.1176,71.0,2.9014084507042255,
Mississippi State,SEC,Quarterback,0.841576924690833,21.881,26.0,3.1538461538461537,
Mississippi State,SEC,Receiver,0.841542428190058,55.5418,66.0,2.9696969696969697,
Mississippi State,SEC,Running Back,0.856382150735174,23.9787,28.0,3.142857142857143,
Mississippi State,SEC,Special Teams,0.843261019658234,49.7524,59.0,2.9661016949152543,
Missouri,SEC,Defensive Back,0.841835819073577,56.403,67.0,2.970149253731343,
Missouri,SEC,Defensive Line,0.843209722803699,60.7111,72.0,2.986111111111111,
Missouri,SEC,Linebacker,0.845959087664431,37.2222,44.0,3.0,
Missouri,SEC,Offensive Line,0.846979110098597,56.7476,67.0,3.029850746268657,
Missouri,SEC,Quarterback,0.879166665176551,21.1,24.0,3.2916666666666665,
Missouri,SEC,Receiver,0.848518917689452,62.7904,74.0,3.027027027027027,
Missouri,SEC,Running Back,0.851748391505211,26.4042,31.0,3.032258064516129,
Missouri,SEC,Special Teams,0.838876674572627,25.1663,30.0,2.8666666666666667,
Navy,American Athletic,Defensive Back,0.774686891524518,47.2559,61.0,2.2295081967213113,
Navy,American Athletic,Defensive Line,0.774332842720089,51.8803,67.0,2.208955223880597,
Navy,American Athletic,Linebacker,0.772409098488944,59.4755,77.0,2.207792207792208,
Navy,American Athletic,Offensive Line,0.775141382011874,44.9582,58.0,2.206896551724138,
Navy,American Athletic,Quarterback,0.771740009387334,23.1522,30.0,2.2,
Navy,American Athletic,Receiver,0.76703810266086,32.2156,42.0,2.119047619047619,
Navy,American Athletic,Running Back,0.783770734217109,32.1346,41.0,2.3658536585365852,
Navy,American Athletic,Special Teams,0.77736667295297,27.9852,36.0,2.2777777777777777,
NC State,ACC,Defensive Back,0.843626988312555,53.1485,63.0,2.9365079365079363,
NC State,ACC,Defensive Line,0.843192212767415,64.9258,77.0,2.974025974025974,
NC State,ACC,Linebacker,0.84372499991547,37.1239,44.0,3.0,
NC State,ACC,Offensive Line,0.839837711365497,51.2301,61.0,2.9344262295081966,
NC State,ACC,Quarterback,0.852866669495901,15.3516,18.0,3.1666666666666665,
NC State,ACC,Receiver,0.84318194207218,60.7091,72.0,3.0,
NC State,ACC,Running Back,0.86481852001614,23.3501,27.0,3.2222222222222223,
NC State,ACC,Special Teams,0.825551285193517,32.1965,39.0,2.871794871794872,
Nebraska,Big Ten,Defensive Back,0.863728301705055,45.7776,53.0,3.169811320754717,
Nebraska,Big Ten,Defensive Line,0.863594735139295,65.6332,76.0,3.1315789473684212,
Nebraska,Big Ten,Linebacker,0.868694999814034,34.7478,40.0,3.25,
Nebraska,Big Ten,Offensive Line,0.866516923904419,56.3236,65.0,3.2153846153846155,
Nebraska,Big Ten,Quarterback,0.876370003819466,17.5274,20.0,3.35,
Nebraska,Big Ten,Receiver,0.861186154072101,55.9771,65.0,3.123076923076923,
Nebraska,Big Ten,Running Back,0.875257895181054,33.2598,38.0,3.236842105263158,
Nebraska,Big Ten,Special Teams,0.844120933565983,36.2972,43.0,2.953488372093023,
Nevada,Mountain West,Defensive Back,0.787106785733821,46.4393,59.0,2.4067796610169494,
Nevada,Mountain West,Defensive Line,0.779446164002785,40.5312,52.0,2.3076923076923075,
Nevada,Mountain West,Linebacker,0.781706902487525,45.339,58.0,2.396551724137931,
Nevada,Mountain West,Offensive Line,0.774503282836226,47.2447,61.0,2.3442622950819674,
Nevada,Mountain West,Quarterback,0.796870005130768,15.9374,20.0,2.5,
Nevada,Mountain West,Receiver,0.787512732635845,43.3132,55.0,2.381818181818182,
Nevada,Mountain West,Running Back,0.771852177122365,17.7526,23.0,2.260869565217391,
Nevada,Mountain West,Special Teams,0.787778129801154,25.2089,32.0,2.4375,
New Mexico,Mountain West,Defensive Back,0.771672888327453,45.5287,59.0,2.2711864406779663,
New Mexico,Mountain West,Defensive Line,0.787980959528968,33.0952,42.0,2.4285714285714284,
New Mexico,Mountain West,Linebacker,0.769629032381119,23.8585,31.0,2.2903225806451615,
New Mexico,Mountain West,Offensive Line,0.772915696396547,39.4187,51.0,2.313725490196078,
New Mexico,Mountain West,Quarterback,0.798028574103401,16.7586,21.0,2.619047619047619,
New Mexico,Mountain West,Receiver,0.790603709441644,42.6926,54.0,2.444444444444444,
New Mexico,Mountain West,Running Back,0.790466671188672,18.9712,24.0,2.4583333333333335,
New Mexico,Mountain West,Special Teams,0.785985712494169,22.0076,28.0,2.357142857142857,
New Mexico State,FBS Independents,Defensive Back,0.764721051642769,29.0594,38.0,2.236842105263158,
New Mexico State,FBS Independents,Defensive Line,0.765845457712809,25.2729,33.0,2.212121212121212,
New Mexico State,FBS Independents,Linebacker,0.768523327509562,23.0557,30.0,2.1,
New Mexico State,FBS Independents,Offensive Line,0.75958571263722,37.2197,49.0,2.183673469387755,
New Mexico State,FBS Independents,Quarterback,0.782631579198335,14.87,19.0,2.473684210526316,
New Mexico State,FBS Independents,Receiver,0.761109096082774,33.4888,44.0,2.0681818181818183,
New Mexico State,FBS Independents,Running Back,0.770295651062675,17.7168,23.0,2.260869565217391,
New Mexico State,FBS Independents,Special Teams,0.77325000507491,10.8255,14.0,2.2857142857142856,
North Carolina,ACC,Defensive Back,0.845564177676813,56.6528,67.0,3.014925373134328,
North Carolina,ACC,Defensive Line,0.868043419561888,65.9713,76.0,3.263157894736842,
North Carolina,ACC,Linebacker,0.862661365758289,37.9571,44.0,3.1363636363636362,
North Carolina,ACC,Offensive Line,0.86366418048517,57.8655,67.0,3.1641791044776117,
North Carolina,ACC,Quarterback,0.877728006839752,21.9432,25.0,3.36,
North Carolina,ACC,Receiver,0.863859213496509,65.6533,76.0,3.1447368421052633,
North Carolina,ACC,Running Back,0.860989658996977,24.9687,29.0,3.1724137931034484,
North Carolina,ACC,Special Teams,0.846725000689427,40.6428,48.0,2.9791666666666665,
Northern Illinois,Mid-American,Defensive Back,0.776290477031753,65.2084,84.0,2.357142857142857,
Northern Illinois,Mid-American,Defensive Line,0.778869845564403,49.0688,63.0,2.3174603174603177,
Northern Illinois,Mid-American,Linebacker,0.777857693342062,40.4486,52.0,2.326923076923077,
Northern Illinois,Mid-American,Offensive Line,0.780793158158864,56.9979,73.0,2.328767123287671,
Northern Illinois,Mid-American,Quarterback,0.788531036212527,22.8674,29.0,2.4482758620689653,
